region_num,rating_order,region_label,style,instruction,source,regional_specificity,style_fidelity,visual_descriptiveness,actionability
22,1,blue stream,impressionism,"To stylize the blue stream in an impressionist manner, use broad, loose brushstrokes to capture the flowing movement of the water. Blend shades of blue and turquoise together to create a sense of depth and reflection on the surface of the water. Don't be afraid to let some white show through to represent the frothy bubbles and ripples in the stream",baseline_C,,,,
22,2,blue stream,impressionism,"To transfer an impressionistic artistic style specifically to the blue stream while leaving everything else untouched, you could instruct the artist to use short, thick brushstrokes and apply bright, vibrant colors to the stream. Impressionist painters often used this technique to capture the fleeting, changing qualities of light and color in their scenes. So, the instruction would be:

""",baseline_E,,,,
22,3,blue stream,impressionism,"Apply an impressionist filter to the blue stream area while keeping the goats and snow in their original colors (light brown for goats and white for snow). The forest in the background should remain in its original green color as well. This will result in a scene where the goats and snow appear in their natural colors, while the blue stream is transformed to convey the impressionist style.",baseline_A,,,,
22,4,blue stream,impressionism,"To apply an Impressionist style specifically to the blue stream while leaving the rest of the scene untouched, you can follow these steps:

1. Identify the blue stream region in the image.
2. Apply the following Impressionist techniques to the blue stream area:
   a. Use short, thick brushstrokes to create texture and movement.
   b",baseline_H,,,,
22,5,blue stream,impressionism,Apply an impressionist filter to the blue stream area while keeping the goats and snow in their original colors (light brown for goats and white for snow). The forest in the background should remain in its original green color as well. This will create a contrast between the realistic representation of the goats and snow and the impressionistic rendering of the blue stream.,lora_A_tmplA,,,,
23,1,folding chairs,fauvism,"To transfer the Fauvism artistic style specifically to the folding chairs in this image, you would instruct the artist to use bold, bright, and non-naturalistic colors for the chairs, while keeping the rest of the scene in its original black and white tones. Fauvism is characterized by the use of vivid and expressive colors, so applying this style to the chairs would",baseline_E,,,,
23,2,folding chairs,fauvism,"To apply the fauvist style to the folding chairs in this black and white photograph, you can follow these steps:

1. Convert the image to RGB color space to prepare it for style transfer.
2. Extract the chairs from the original image using image segmentation or masking techniques.
3. Apply the fauvist style to the extracted chairs using",lora_A_tmplA,,,,
23,3,folding chairs,fauvism,"To apply the Fauvism style specifically to the folding chairs in the given black and white photograph, you can use the following instruction in an image editing software or deep learning model:

1. Isolate the folding chairs in the image using a mask or a segmentation algorithm.
2. Convert the isolated folding chairs to color using a color palette inspired by the F",baseline_H,,,,
23,4,folding chairs,fauvism,"To stylize the folding chairs in a fauvist manner, apply bold and vivid colors to their fabric, giving them a non-realistic and expressive appearance. Use thick, impasto brushstrokes to create texture and depth, emphasizing the folds and creases of the chair's design. Pay close attention to the contrast between the chair's colors and",baseline_C,,,,
23,5,folding chairs,fauvism,"To apply the fauvist style to the folding chairs in this photograph, you can follow these steps:

1. Selectively apply color to the folding chairs using bold and vibrant hues that are characteristic of the Fauvist style.
2. Use thick brushstrokes to texture the chairs, giving them a more painterly appearance.
3. Exper",baseline_A,,,,
24,1,light brown wooden dining table,romanticism,"To apply a romanticism style to a light brown wooden dining table, consider adding soft, flowing curves and intricate details to the table's design. You could also incorporate gentle color tones and textures, such as muted reds, pinks, and golds, to create an atmosphere of passion and emotion. Additionally, consider adding decorative elements, such as flowers, candles",lora_A_tmplA,,,,
24,2,light brown wooden dining table,romanticism,[Model declined to generate instruction],baseline_E,,,,
24,3,light brown wooden dining table,romanticism,"To apply a romanticism style to a light brown wooden dining table, consider adding soft, flowing curves and intricate details to the table's design. You could also incorporate gentle color tones and textures, such as muted reds, pinks, and golds, to create an atmosphere of passion and emotion. Additionally, consider adding decorative elements, such as flowers, candles",baseline_A,,,,
24,4,light brown wooden dining table,romanticism,"To apply the Romanticism style specifically to the light brown wooden dining table while leaving the rest of the scene untouched, consider adding the following elements:

1. Soften the edges: Romanticism often features soft, dreamlike edges. Apply a softening filter or effect to the table to give it a softer, more romantic appearance.
2. Add texture: Rom",baseline_H,,,,
24,5,light brown wooden dining table,romanticism,"To stylize the light brown wooden dining table in a romanticism style, consider adding soft, warm lighting to create an inviting and cozy atmosphere. Place a tablecloth made of delicate, flowing fabric in a soft, muted color such as blush pink or ivory over the table. Decorate the table with elegant, vintage-inspired tableware, including ant",baseline_C,,,,
25,1,white ceiling with dark wooden beams,cubism,"To apply Cubism specifically to the white ceiling with dark wooden beams while leaving the rest of the scene untouched, you can use a local image editing technique or a deep learning-based style transfer model. Here's a single instruction for using a deep learning-based style transfer model:

1. Extract the region of interest (ROI) containing the white ceiling with dark",baseline_H,,,,
25,2,white ceiling with dark wooden beams,cubism,"To apply the cubist style to the white ceiling with dark wooden beams in this image, you can use a image editing software or an AI-based style transfer tool. Here's a general instruction on how to do it:

1. Select the region of the image that corresponds to the white ceiling with dark wooden beams using a mask or a selection tool.
2. Apply",baseline_A,,,,
25,3,white ceiling with dark wooden beams,cubism,"To stylize the white ceiling with dark wooden beams in a cubist artistic style, break down the geometric forms of the ceiling and beams into simpler shapes. Divide the white ceiling into smaller squares or rectangles, and represent the dark wooden beams as intersecting geometric lines or cubes. Emphasize the fragmented and abstract nature of the forms while maintaining a sense",baseline_C,,,,
25,4,white ceiling with dark wooden beams,cubism,"To transfer the cubist artistic style specifically to the white ceiling with dark wooden beams, you would need to apply geometric shapes and multiple perspectives to represent the ceiling and beams in a fragmented and abstracted way. This would involve breaking down the forms into simple geometric shapes and rearranging them in an asymmetrical and distorted manner to create the illusion of depth and complexity. The",baseline_E,,,,
25,5,white ceiling with dark wooden beams,cubism,"To apply the cubist style to the white ceiling with dark wooden beams in this image, you can follow these steps:

1. Identify the edges of the white ceiling and the dark wooden beams using image segmentation or edge detection techniques.
2. Break down the identified regions into smaller geometric shapes, such as triangles, squares, and rectangles, to represent the",lora_A_tmplA,,,,
26,1,kitesurfing kites,pop-art,"To apply a pop-art style to the kitesurfing kites scene, use a pop-art filter or effect in your image editing software, ensuring that only the kites are selected before applying the filter. This will give the kites bold, vibrant colors, sharp edges, and a flat, graphic appearance characteristic of pop-art style.",lora_A_tmplA,,,,
26,2,kitesurfing kites,pop-art,"To apply a pop-art style transfer specifically to the kitesurfing kites in the scene while leaving the rest untouched, you can use a local image processing technique, such as a mask or a selective color adjustment. Here's a general instruction on how to do it using Adobe Photoshop:

1. Import the image into Adobe Photosh",baseline_H,,,,
26,3,kitesurfing kites,pop-art,"To stylize kitesurfing kites in pop-art style, exaggerate their shapes and colors with bold, vibrant hues and sharp, clean edges. Simplify their intricate patterns into bold geometric designs or abstract shapes. Consider adding graphic elements such as thick outlines, bold typography, or iconic symbols to enhance their pop-art aesthetic.",baseline_C,,,,
26,4,kitesurfing kites,pop-art,"To apply a pop-art style to the kitesurfing kites scene, use a pop-art filter or effect in your image editing software, ensuring that only the kites are selected before applying the filter. This will give the kites bold, vibrant colors, sharp edges, and a flat, graphic appearance characteristic of pop-art style.",baseline_A,,,,
26,5,kitesurfing kites,pop-art,[Model declined to generate instruction],baseline_E,,,,
27,1,dark asphalt road,color-field-painting,"To stylize the dark asphalt road in a color-field-painting style, apply a single flat and solid color, such as a deep, rich black, across the entire surface of the road, covering all textures and details. This will create a uniform and unbroken expanse of color, characteristic of the color-field painting technique.",baseline_C,,,,
27,2,dark asphalt road,color-field-painting,"To apply the color-field-painting style specifically to the dark asphalt road while leaving the rest of the scene untouched, you can use a mask or a selective color adjustment tool in image editing software. Here's a general instruction for using a mask:

1. Open the image in an image editing software that supports layers and masks, such as Ad",baseline_H,,,,
27,3,dark asphalt road,color-field-painting,"To apply a color-field-painting style to the given region of a dark asphalt road scene, follow these steps:

1. Isolate the region of interest (ROI) in the image, which is the dark asphalt road and the surrounding area.
2. Convert the ROI to grayscale to simplify the image and prepare it for",lora_A_tmplA,,,,
27,4,dark asphalt road,color-field-painting,"To transfer a color-field painting artistic style specifically to the dark asphalt road, you could instruct to fill the road area with large, flat areas of a single, vibrant color, similar to the way color-field painters use large areas of flat color to create their compositions. This would require covering the entire road surface with a solid color, leaving the edges of the road and",baseline_E,,,,
27,5,dark asphalt road,color-field-painting,"To apply a color-field-painting style to the dark asphalt road region in the given scene, follow these steps:

1. Isolate the dark asphalt road region using a mask or selection tool.
2. Create a new blank layer above the original image layer.
3. Fill the selected asphalt road region with a solid color that represents the",baseline_A,,,,
28,1,"moist, grain-based mixture",romanticism,"To apply the romanticism style to the moist, grain-based mixture region in the given image, focus on enhancing the textures and colors to evoke a sense of emotion and passion. Use soft, warm colors to bring out the natural hues of the vegetables and grains, and apply gentle, sweeping brushstrokes to create a dreamlike, almost ethereal effect.",baseline_A,,,,
28,2,"moist, grain-based mixture",romanticism,"To apply a romanticism style to the given region of a moist, grain-based mixture, you could add soft, ethereal lighting to enhance the textures and colors of the vegetables and grains. Use a muted color palette with subtle shading to create a dreamlike and nostalgic atmosphere. Add delicate, swirling patterns to the edges of the bowl and the reflections",lora_A_tmplA,,,,
28,3,"moist, grain-based mixture",romanticism,"To apply the Romanticism style specifically to the moist, grain-based mixture in the scene, you could add a soft, ethereal glow to the grains, giving them a dreamlike and enchanting appearance. This can be achieved by increasing the brightness and saturation of the grains while adding a subtle, warm hue to them. Additionally, you could add long,",baseline_H,,,,
28,4,"moist, grain-based mixture",romanticism,"To stylize the moist, grain-based mixture in a romanticism style, consider enhancing its textures and colors to evoke a sense of passion and emotion. Use soft, warm lighting to bring out the natural hues of the grains and vegetables, making them appear rich and vibrant. Add subtle shadows and highlights to create depth and dimension, giving the mixture a more sculpted",baseline_C,,,,
28,5,"moist, grain-based mixture",romanticism,"To transfer a romanticism artistic style specifically to the moist, grain-based mixture in the image, you could instruct an artist or AI to use soft, muted colors and gentle, flowing textures to depict the grains and vegetables. The grains could be shown as having a soft, glowing quality, and the vegetables could be depicted with delicate, wavy lines and subtle shading",baseline_E,,,,
29,1,brick houses,minimalism,"To apply a minimalist style to the brick houses region in this black and white historical photograph, focus on simplifying the architectural details of the brick houses while preserving their essential forms. Keep the color palette limited to shades of gray, and eliminate unnecessary textures and patterns. Maintain clear lines and shapes, and consider removing some of the background elements to create a cleaner,",baseline_A,,,,
29,2,brick houses,minimalism,"To apply a minimalist style to the brick houses region in this black and white historical photograph, focus on simplifying the architectural details of the brick houses while preserving their essential features. Use a high contrast black and white palette to enhance the textures and shapes of the buildings, while eliminating unnecessary details to create a clean and uncluttered look. Maintain the pale,",lora_A_tmplA,,,,
29,3,brick houses,minimalism,"To stylize the brick houses in minimalism, simplify their forms by reducing the details to essential geometric shapes. Keep the color palette limited to a few neutral tones, such as shades of gray or white. Eliminate textures and ornamentation, focusing only on the basic shapes and silhouettes of the houses. Use straight lines and clean edges to convey a sense",baseline_C,,,,
29,4,brick houses,minimalism,"To apply minimalism specifically to the brick houses in the scene while leaving everything else untouched, you could use the following instruction:

Convert the brick houses to grayscale and simplify their shapes by removing unnecessary details such as chimneys, shop signs, and textures. Keep the outlines of the houses and their overall silhouettes intact. This will give the brick houses",baseline_H,,,,
29,5,brick houses,minimalism,"To transfer minimalism artistic style specifically to the brick houses in this image, you could instruct to convert the brick houses into simple, geometric shapes while retaining their overall silhouette and position. This could be achieved by removing any textures, patterns, or decorative elements, and keeping only the basic shapes and outlines. The chimneys and shop signs could be simplified into rectangular or",baseline_E,,,,
30,1,concrete sidewalk and road,abstract-expressionism,"To stylize the concrete sidewalk and road in an abstract-expressionism style, apply heavy textures and bold, expressive brushstrokes to emphasize the rough and uneven surfaces. Use a limited color palette with strong contrasts between light and dark areas to create a sense of depth and movement. Experiment with overlapping and distorting the lines and shapes to convey a",baseline_C,,,,
30,2,concrete sidewalk and road,abstract-expressionism,"To apply an abstract-expressionist style to the concrete sidewalk and road in this image, you can use a combination of techniques such as color distortion, texture overlays, and brush strokes to create a sense of movement and energy. Here's a step-by-step instruction:

1. Select the region of the image that corresponds to the concrete sidewalk and road using a mask",lora_A_tmplA,,,,
30,3,concrete sidewalk and road,abstract-expressionism,"To apply abstract-expressionism specifically to the concrete sidewalk and road while leaving the rest of the scene untouched, you could use a layer mask in image editing software and apply an abstract-expressionism filter only to the selected area. Here's a general instruction on how to do it:

1. Open the image in an image editing software that supports layer masks and filters, such",baseline_H,,,,
30,4,concrete sidewalk and road,abstract-expressionism,"To apply an abstract-expressionist style to the concrete sidewalk and road in this image, you could use a combination of techniques such as:

1. Apply heavy textures and brush strokes to the concrete surfaces, giving them a rough and uneven appearance.
2. Use bold and vibrant colors to represent the multi-story buildings, focusing on expressive shapes and forms rather than",baseline_A,,,,
30,5,concrete sidewalk and road,abstract-expressionism,"To transfer an abstract-expressionist artistic style specifically to the concrete sidewalk and road in this image, you could instruct the artist to use bold, sweeping brushstrokes and expressive, vibrant colors to convey the energy and movement of the urban scene. The concrete could be depicted as a textured, organic surface with fluid, expressive lines, rather than a uniform, flat surface.",baseline_E,,,,
